적용학년도,자료상태,대학,모집단위,검색키워드,구분,핵심과목,권장과목,추가조건,출처기관,출처명,출처URL,발표일,최종확인일,비고
2028,공식-해당학년도,연세대학교,디스플레이융합공학과,디스플레이|디스플레이융합,전공연계 권장,,기하|미적분Ⅱ|물리학,자연·의치약 계열 공통: 과학 진로선택과목 3과목 이상 권장. 일반선택이 자율선택인 모집단위는 물리학·화학·생명과학·지구과학 중 자율선택.,연세대학교 입학처,2028학년도 연세대학교 전공연계과목 선택 가이드라인,https://www2.yonsei.ac.kr/entrance/plan/2028_guide.pdf,2026-04-30,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 학교 미개설 여부와 교육환경을 구분하여 평가한다고 대학이 명시.
2028,공식-해당학년도,연세대학교,생명과학부,생명과학|생물,전공연계 권장,,기하|미적분Ⅱ|생명과학,자연·의치약 계열 공통: 과학 진로선택과목 3과목 이상 권장. 일반선택이 자율선택인 모집단위는 물리학·화학·생명과학·지구과학 중 자율선택.,연세대학교 입학처,2028학년도 연세대학교 전공연계과목 선택 가이드라인,https://www2.yonsei.ac.kr/entrance/plan/2028_guide.pdf,2026-04-30,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 학교 미개설 여부와 교육환경을 구분하여 평가한다고 대학이 명시.
2028,공식-해당학년도,연세대학교,시스템생물학과,시스템생물|생물학,전공연계 권장,,기하|미적분Ⅱ|생명과학,자연·의치약 계열 공통: 과학 진로선택과목 3과목 이상 권장. 일반선택이 자율선택인 모집단위는 물리학·화학·생명과학·지구과학 중 자율선택.,연세대학교 입학처,2028학년도 연세대학교 전공연계과목 선택 가이드라인,https://www2.yonsei.ac.kr/entrance/plan/2028_guide.pdf,2026-04-30,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 학교 미개설 여부와 교육환경을 구분하여 평가한다고 대학이 명시.
2028,공식-해당학년도,연세대학교,생화학과,생화학|바이오화학,전공연계 권장,,기하|미적분Ⅱ|생명과학,자연·의치약 계열 공통: 과학 진로선택과목 3과목 이상 권장. 일반선택이 자율선택인 모집단위는 물리학·화학·생명과학·지구과학 중 자율선택.,연세대학교 입학처,2028학년도 연세대학교 전공연계과목 선택 가이드라인,https://www2.yonsei.ac.kr/entrance/plan/2028_guide.pdf,2026-04-30,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 학교 미개설 여부와 교육환경을 구분하여 평가한다고 대학이 명시.
2028,공식-해당학년도,연세대학교,생명공학과,생명공학|바이오,전공연계 권장,,기하|미적분Ⅱ|생명과학,자연·의치약 계열 공통: 과학 진로선택과목 3과목 이상 권장. 일반선택이 자율선택인 모집단위는 물리학·화학·생명과학·지구과학 중 자율선택.,연세대학교 입학처,2028학년도 연세대학교 전공연계과목 선택 가이드라인,https://www2.yonsei.ac.kr/entrance/plan/2028_guide.pdf,2026-04-30,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 학교 미개설 여부와 교육환경을 구분하여 평가한다고 대학이 명시.
2028,공식-해당학년도,연세대학교,컴퓨터과학과,컴퓨터|컴공|컴퓨터공학,전공연계 권장,,기하|미적분Ⅱ,자연·의치약 계열 공통: 과학 진로선택과목 3과목 이상 권장. 일반선택이 자율선택인 모집단위는 물리학·화학·생명과학·지구과학 중 자율선택.,연세대학교 입학처,2028학년도 연세대학교 전공연계과목 선택 가이드라인,https://www2.yonsei.ac.kr/entrance/plan/2028_guide.pdf,2026-04-30,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 학교 미개설 여부와 교육환경을 구분하여 평가한다고 대학이 명시.
2028,공식-해당학년도,연세대학교,인공지능학과,인공지능|AI,전공연계 권장,,기하|미적분Ⅱ,자연·의치약 계열 공통: 과학 진로선택과목 3과목 이상 권장. 일반선택이 자율선택인 모집단위는 물리학·화학·생명과학·지구과학 중 자율선택.,연세대학교 입학처,2028학년도 연세대학교 전공연계과목 선택 가이드라인,https://www2.yonsei.ac.kr/entrance/plan/2028_guide.pdf,2026-04-30,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 학교 미개설 여부와 교육환경을 구분하여 평가한다고 대학이 명시.
2028,공식-해당학년도,연세대학교,인공지능시스템학과,인공지능시스템|AI시스템,전공연계 권장,,기하|미적분Ⅱ,자연·의치약 계열 공통: 과학 진로선택과목 3과목 이상 권장. 일반선택이 자율선택인 모집단위는 물리학·화학·생명과학·지구과학 중 자율선택.,연세대학교 입학처,2028학년도 연세대학교 전공연계과목 선택 가이드라인,https://www2.yonsei.ac.kr/entrance/plan/2028_guide.pdf,2026-04-30,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 학교 미개설 여부와 교육환경을 구분하여 평가한다고 대학이 명시.
2028,공식-해당학년도,연세대학교,IT융합공학전공,IT융합|ICT융합,전공연계 권장,,기하|미적분Ⅱ,자연·의치약 계열 공통: 과학 진로선택과목 3과목 이상 권장. 일반선택이 자율선택인 모집단위는 물리학·화학·생명과학·지구과학 중 자율선택.,연세대학교 입학처,2028학년도 연세대학교 전공연계과목 선택 가이드라인,https://www2.yonsei.ac.kr/entrance/plan/2028_guide.pdf,2026-04-30,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 학교 미개설 여부와 교육환경을 구분하여 평가한다고 대학이 명시.
2028,공식-해당학년도,연세대학교,지능형반도체전공,지능형반도체|반도체,전공연계 권장,,기하|미적분Ⅱ,자연·의치약 계열 공통: 과학 진로선택과목 3과목 이상 권장. 일반선택이 자율선택인 모집단위는 물리학·화학·생명과학·지구과학 중 자율선택.,연세대학교 입학처,2028학년도 연세대학교 전공연계과목 선택 가이드라인,https://www2.yonsei.ac.kr/entrance/plan/2028_guide.pdf,2026-04-30,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 학교 미개설 여부와 교육환경을 구분하여 평가한다고 대학이 명시.
2028,공식-해당학년도,연세대학교,모빌리티시스템전공,모빌리티|자동차,전공연계 권장,,기하|미적분Ⅱ,자연·의치약 계열 공통: 과학 진로선택과목 3과목 이상 권장. 일반선택이 자율선택인 모집단위는 물리학·화학·생명과학·지구과학 중 자율선택.,연세대학교 입학처,2028학년도 연세대학교 전공연계과목 선택 가이드라인,https://www2.yonsei.ac.kr/entrance/plan/2028_guide.pdf,2026-04-30,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 학교 미개설 여부와 교육환경을 구분하여 평가한다고 대학이 명시.
2028,공식-해당학년도,연세대학교,언더우드학부(생명과학공학),생명과학공학|언더우드 생명,전공연계 권장,,기하|미적분Ⅱ,자연·의치약 계열 공통: 과학 진로선택과목 3과목 이상 권장. 일반선택이 자율선택인 모집단위는 물리학·화학·생명과학·지구과학 중 자율선택.,연세대학교 입학처,2028학년도 연세대학교 전공연계과목 선택 가이드라인,https://www2.yonsei.ac.kr/entrance/plan/2028_guide.pdf,2026-04-30,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 학교 미개설 여부와 교육환경을 구분하여 평가한다고 대학이 명시.
2028,공식-해당학년도,연세대학교,융합과학공학부(ISE),융합과학공학|ISE,전공연계 권장,,기하|미적분Ⅱ,자연·의치약 계열 공통: 과학 진로선택과목 3과목 이상 권장. 일반선택이 자율선택인 모집단위는 물리학·화학·생명과학·지구과학 중 자율선택.,연세대학교 입학처,2028학년도 연세대학교 전공연계과목 선택 가이드라인,https://www2.yonsei.ac.kr/entrance/plan/2028_guide.pdf,2026-04-30,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 학교 미개설 여부와 교육환경을 구분하여 평가한다고 대학이 명시.
2028,공식-해당학년도,연세대학교,의예과,의예|의대|의학,전공연계 권장,,기하|미적분Ⅱ|생명과학,자연·의치약 계열 공통: 과학 진로선택과목 3과목 이상 권장. 일반선택이 자율선택인 모집단위는 물리학·화학·생명과학·지구과학 중 자율선택.,연세대학교 입학처,2028학년도 연세대학교 전공연계과목 선택 가이드라인,https://www2.yonsei.ac.kr/entrance/plan/2028_guide.pdf,2026-04-30,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 학교 미개설 여부와 교육환경을 구분하여 평가한다고 대학이 명시.
2028,공식-해당학년도,연세대학교,치의예과,치의예|치대|치의학,전공연계 권장,,기하|미적분Ⅱ|물리학 또는 화학 또는 생명과학 중 택1,자연·의치약 계열 공통: 과학 진로선택과목 3과목 이상 권장. 일반선택이 자율선택인 모집단위는 물리학·화학·생명과학·지구과학 중 자율선택.,연세대학교 입학처,2028학년도 연세대학교 전공연계과목 선택 가이드라인,https://www2.yonsei.ac.kr/entrance/plan/2028_guide.pdf,2026-04-30,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 학교 미개설 여부와 교육환경을 구분하여 평가한다고 대학이 명시.
2028,공식-해당학년도,연세대학교,약학과,약학|약대,전공연계 권장,,기하|미적분Ⅱ|생명과학 또는 화학,자연·의치약 계열 공통: 과학 진로선택과목 3과목 이상 권장. 일반선택이 자율선택인 모집단위는 물리학·화학·생명과학·지구과학 중 자율선택.,연세대학교 입학처,2028학년도 연세대학교 전공연계과목 선택 가이드라인,https://www2.yonsei.ac.kr/entrance/plan/2028_guide.pdf,2026-04-30,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 학교 미개설 여부와 교육환경을 구분하여 평가한다고 대학이 명시.
2028,공식-해당학년도,연세대학교,첨단약과학과,첨단약과학|약과학,전공연계 권장,,기하|미적분Ⅱ|생명과학 또는 화학,자연·의치약 계열 공통: 과학 진로선택과목 3과목 이상 권장. 일반선택이 자율선택인 모집단위는 물리학·화학·생명과학·지구과학 중 자율선택.,연세대학교 입학처,2028학년도 연세대학교 전공연계과목 선택 가이드라인,https://www2.yonsei.ac.kr/entrance/plan/2028_guide.pdf,2026-04-30,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 학교 미개설 여부와 교육환경을 구분하여 평가한다고 대학이 명시.
2028,공식-해당학년도,연세대학교,인문계열 전 모집단위,인문|국문|영문|사학|철학|경제|경영|사회|정치|행정,전공연계과목 미제시,,,특정 전공연계과목을 별도로 지정하지 않으며 진로와 적성에 따라 선택·이수 권장.,연세대학교 입학처,2028학년도 연세대학교 전공연계과목 선택 가이드라인,https://www2.yonsei.ac.kr/entrance/plan/2028_guide.pdf,2026-04-30,2026-08-18,개별 학과별 필수/권장 과목이 있다는 의미가 아님.
2028,공식-해당학년도,경희대학교,수학과·응용수학과,수학|응용수학,자연계열 교과이수 권장,대수|미적분Ⅰ|확률과 통계|미적분Ⅱ|기하,,"수시: 핵심·권장과목과 기타 관련과목을 종합 정성평가. 핵심 일부 미이수가 지원자격 결격은 아님. 정시 자연계열: 3학년 2학기까지 수학 18학점 또는 5과목 이상, 과학 20학점 또는 6과목 이상 이수 시 가점.",경희대학교 입학처,2028 경희대학교 자연계열 전공 학문 분야별 고등학교 교과 이수 권장과목 수정 안내,https://iphak.khu.ac.kr/file/download.do?ofn=2028%ED%95%99%EB%85%84%EB%8F%84+%EA%B2%BD%ED%9D%AC%EB%8C%80%ED%95%99%EA%B5%90+%EC%9E%90%EC%97%B0%EA%B3%84%EC%97%B4+%ED%95%99%EB%AC%B8%EB%B6%84%EC%95%BC%EC%9D%98+%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90+%EA%B5%90%EA%B3%BC%EC%9D%B4%EC%88%98+%EA%B6%8C%EC%9E%A5%EA%B3%BC%EB%AA%A9+%EC%88%98%EC%A0%95+%EC%95%88%EB%82%B4_20250828.pdf,2025-08-29,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 표의 '또는/중 n과목' 조건은 문자열 그대로 보존.
2028,공식-해당학년도,경희대학교,소프트웨어융합학과·인공지능학과·컴퓨터공학과,컴퓨터|컴공|소프트웨어|인공지능|AI,자연계열 교과이수 권장,대수|미적분Ⅰ|확률과 통계|미적분Ⅱ|기하,인공지능 수학,"수시: 핵심·권장과목과 기타 관련과목을 종합 정성평가. 핵심 일부 미이수가 지원자격 결격은 아님. 정시 자연계열: 3학년 2학기까지 수학 18학점 또는 5과목 이상, 과학 20학점 또는 6과목 이상 이수 시 가점.",경희대학교 입학처,2028 경희대학교 자연계열 전공 학문 분야별 고등학교 교과 이수 권장과목 수정 안내,https://iphak.khu.ac.kr/file/download.do?ofn=2028%ED%95%99%EB%85%84%EB%8F%84+%EA%B2%BD%ED%9D%AC%EB%8C%80%ED%95%99%EA%B5%90+%EC%9E%90%EC%97%B0%EA%B3%84%EC%97%B4+%ED%95%99%EB%AC%B8%EB%B6%84%EC%95%BC%EC%9D%98+%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90+%EA%B5%90%EA%B3%BC%EC%9D%B4%EC%88%98+%EA%B6%8C%EC%9E%A5%EA%B3%BC%EB%AA%A9+%EC%88%98%EC%A0%95+%EC%95%88%EB%82%B4_20250828.pdf,2025-08-29,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 표의 '또는/중 n과목' 조건은 문자열 그대로 보존.
2028,공식-해당학년도,경희대학교,산업경영공학과,산업경영|산업공학,자연계열 교과이수 권장,대수|미적분Ⅰ|확률과 통계|미적분Ⅱ,,"수시: 핵심·권장과목과 기타 관련과목을 종합 정성평가. 핵심 일부 미이수가 지원자격 결격은 아님. 정시 자연계열: 3학년 2학기까지 수학 18학점 또는 5과목 이상, 과학 20학점 또는 6과목 이상 이수 시 가점.",경희대학교 입학처,2028 경희대학교 자연계열 전공 학문 분야별 고등학교 교과 이수 권장과목 수정 안내,https://iphak.khu.ac.kr/file/download.do?ofn=2028%ED%95%99%EB%85%84%EB%8F%84+%EA%B2%BD%ED%9D%AC%EB%8C%80%ED%95%99%EA%B5%90+%EC%9E%90%EC%97%B0%EA%B3%84%EC%97%B4+%ED%95%99%EB%AC%B8%EB%B6%84%EC%95%BC%EC%9D%98+%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90+%EA%B5%90%EA%B3%BC%EC%9D%B4%EC%88%98+%EA%B6%8C%EC%9E%A5%EA%B3%BC%EB%AA%A9+%EC%88%98%EC%A0%95+%EC%95%88%EB%82%B4_20250828.pdf,2025-08-29,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 표의 '또는/중 n과목' 조건은 문자열 그대로 보존.
2028,공식-해당학년도,경희대학교,물리학과·응용물리학과,물리|응용물리,자연계열 교과이수 권장,대수|미적분Ⅰ|확률과 통계|미적분Ⅱ|기하|물리학|역학과 에너지|전자기와 양자,화학|물질과 에너지,"수시: 핵심·권장과목과 기타 관련과목을 종합 정성평가. 핵심 일부 미이수가 지원자격 결격은 아님. 정시 자연계열: 3학년 2학기까지 수학 18학점 또는 5과목 이상, 과학 20학점 또는 6과목 이상 이수 시 가점.",경희대학교 입학처,2028 경희대학교 자연계열 전공 학문 분야별 고등학교 교과 이수 권장과목 수정 안내,https://iphak.khu.ac.kr/file/download.do?ofn=2028%ED%95%99%EB%85%84%EB%8F%84+%EA%B2%BD%ED%9D%AC%EB%8C%80%ED%95%99%EA%B5%90+%EC%9E%90%EC%97%B0%EA%B3%84%EC%97%B4+%ED%95%99%EB%AC%B8%EB%B6%84%EC%95%BC%EC%9D%98+%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90+%EA%B5%90%EA%B3%BC%EC%9D%B4%EC%88%98+%EA%B6%8C%EC%9E%A5%EA%B3%BC%EB%AA%A9+%EC%88%98%EC%A0%95+%EC%95%88%EB%82%B4_20250828.pdf,2025-08-29,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 표의 '또는/중 n과목' 조건은 문자열 그대로 보존.
2028,공식-해당학년도,경희대학교,기계공학부,기계|기계공학,자연계열 교과이수 권장,대수|미적분Ⅰ|확률과 통계|미적분Ⅱ|기하|물리학|화학|역학과 에너지|전자기와 양자,물질과 에너지|화학 반응의 세계,"수시: 핵심·권장과목과 기타 관련과목을 종합 정성평가. 핵심 일부 미이수가 지원자격 결격은 아님. 정시 자연계열: 3학년 2학기까지 수학 18학점 또는 5과목 이상, 과학 20학점 또는 6과목 이상 이수 시 가점.",경희대학교 입학처,2028 경희대학교 자연계열 전공 학문 분야별 고등학교 교과 이수 권장과목 수정 안내,https://iphak.khu.ac.kr/file/download.do?ofn=2028%ED%95%99%EB%85%84%EB%8F%84+%EA%B2%BD%ED%9D%AC%EB%8C%80%ED%95%99%EA%B5%90+%EC%9E%90%EC%97%B0%EA%B3%84%EC%97%B4+%ED%95%99%EB%AC%B8%EB%B6%84%EC%95%BC%EC%9D%98+%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90+%EA%B5%90%EA%B3%BC%EC%9D%B4%EC%88%98+%EA%B6%8C%EC%9E%A5%EA%B3%BC%EB%AA%A9+%EC%88%98%EC%A0%95+%EC%95%88%EB%82%B4_20250828.pdf,2025-08-29,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 표의 '또는/중 n과목' 조건은 문자열 그대로 보존.
2028,공식-해당학년도,경희대학교,미래정보디스플레이학부·생체의공학과·전자공학과·반도체공학과,전자|전기|반도체|디스플레이|생체의공,자연계열 교과이수 권장,대수|미적분Ⅰ|확률과 통계|미적분Ⅱ|기하|물리학|화학|역학과 에너지|전자기와 양자,,"수시: 핵심·권장과목과 기타 관련과목을 종합 정성평가. 핵심 일부 미이수가 지원자격 결격은 아님. 정시 자연계열: 3학년 2학기까지 수학 18학점 또는 5과목 이상, 과학 20학점 또는 6과목 이상 이수 시 가점.",경희대학교 입학처,2028 경희대학교 자연계열 전공 학문 분야별 고등학교 교과 이수 권장과목 수정 안내,https://iphak.khu.ac.kr/file/download.do?ofn=2028%ED%95%99%EB%85%84%EB%8F%84+%EA%B2%BD%ED%9D%AC%EB%8C%80%ED%95%99%EA%B5%90+%EC%9E%90%EC%97%B0%EA%B3%84%EC%97%B4+%ED%95%99%EB%AC%B8%EB%B6%84%EC%95%BC%EC%9D%98+%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90+%EA%B5%90%EA%B3%BC%EC%9D%B4%EC%88%98+%EA%B6%8C%EC%9E%A5%EA%B3%BC%EB%AA%A9+%EC%88%98%EC%A0%95+%EC%95%88%EB%82%B4_20250828.pdf,2025-08-29,2026-08-18,2029 상담에서는 2028 공식자료 참고로만 사용. 표의 '또는/중 n과목' 조건은 문자열 그대로 보존.
